age,gender,region,monthly_income,monthly_expenses,transaction_count,loan_amount,num_loans,prev_defaults,default
32,Female,Rural,32213,21075.797079861048,19,8533,3,0,0
54,Male,Kisumu,17755,13581.59064241369,30,40097,6,2,0
26,Male,Kisumu,7015,2988.2710891951147,60,5770,5,3,0
41,Female,Mombasa,58260,47127.989825274075,55,27362,4,2,1
36,Male,Kisumu,60833,53590.4736132005,33,11795,3,1,0
42,Male,Rural,59238,37656.60390167592,6,49096,8,0,0
23,Female,Nairobi,30287,20593.50226900665,22,20101,0,0,0
56,Female,Kisumu,85770,57541.39132067044,45,49780,2,2,0
25,Male,Rural,62893,54946.68640685514,60,17321,6,1,0
55,Male,Rural,64056,55536.14904012211,34,11476,6,2,1
48,Female,Nairobi,68155,54342.12471568906,27,18679,5,0,0
53,Male,Kisumu,58450,26519.183660873587,21,28867,6,2,0
64,Male,Rural,5760,5107.3755593358055,17,19290,9,3,1
41,Female,Kisumu,51300,42561.68499495771,8,15936,7,1,0
60,Male,Mombasa,15447,6743.716171955526,14,40216,8,2,0
31,Female,Rural,30017,23318.41401752697,6,3559,6,3,1
41,Male,Rural,86060,36449.04334464505,43,37774,9,0,0
21,Female,Nairobi,14372,8912.233324876803,54,44861,5,2,1
27,Male,Rural,78914,53359.20099691378,40,15879,9,4,0
30,Female,Rural,29714,16725.70668142865,5,6725,5,4,0
39,Male,Nairobi,62911,48594.51228323606,41,32382,1,1,0
31,Male,Mombasa,95751,55295.96866715038,73,39305,3,3,1
51,Female,Rural,57137,35144.28044039136,34,22372,0,0,0
18,Male,Kisumu,37544,25723.506396919132,30,43420,0,0,0
54,Female,Nairobi,39600,25820.587579018804,53,7167,7,0,0
64,Female,Mombasa,74687,61335.358373614305,73,28623,5,0,1
18,Female,Kisumu,65184,47022.97331955112,7,20066,1,1,0
26,Male,Rural,39743,28424.543703665084,40,24076,0,0,0
29,Male,Nairobi,92483,79245.32991409968,7,15866,8,1,0
21,Male,Mombasa,87896,36530.17354976728,50,3193,0,0,0
33,Female,Nairobi,27666,16082.013579822169,28,2636,5,1,0
18,Female,Mombasa,16351,13633.804021145186,21,47656,2,2,1
39,Male,Nairobi,7108,5466.5877827073655,16,25341,8,2,0
62,Female,Nairobi,17002,11208.508779983986,50,17700,9,3,1
44,Male,Rural,77499,56350.90935499109,35,47167,3,3,0
34,Female,Mombasa,17780,8251.56563055898,26,47172,2,2,1
54,Male,Kisumu,36533,15384.05485934029,8,3359,4,1,0
53,Female,Nairobi,74778,66736.71443551894,49,37477,6,1,0
45,Female,Mombasa,89416,65039.88906372217,47,28020,1,0,0
57,Male,Nairobi,38957,18585.362552785286,13,27034,1,1,0
61,Female,Mombasa,43314,26476.535357508026,61,45344,6,2,1
47,Male,Mombasa,67451,35445.06902661265,11,19288,2,0,0
57,Male,Rural,94941,84834.53462886078,6,37057,0,0,1
31,Male,Rural,49111,20238.791523817432,11,33615,4,2,0
33,Male,Mombasa,43736,37067.00042540696,10,11834,0,0,0
26,Male,Rural,84409,60182.93809495028,16,22502,5,4,0
60,Female,Rural,79723,52344.92660596079,7,47881,7,0,0
34,Female,Mombasa,57134,34971.2944874953,59,18940,0,0,0
38,Female,Kisumu,62395,41910.904073955346,56,21522,0,0,0
61,Male,Kisumu,5671,4293.2848240926,73,48585,4,3,0
21,Female,Kisumu,83414,37562.15739002256,71,45593,9,1,0
18,Male,Kisumu,89258,43888.39730310407,62,29115,0,0,0
20,Female,Rural,45002,22741.910670850462,33,15411,9,1,0
21,Female,Kisumu,76437,59376.64880989145,37,45183,2,2,1
38,Male,Nairobi,77936,41151.033071861035,25,9396,4,1,0
58,Male,Nairobi,10241,5468.046680816706,15,49080,6,3,0
20,Male,Nairobi,57672,50771.97057915085,23,22141,0,0,0
39,Female,Rural,45077,38348.05936755077,16,6150,2,1,0
56,Female,Kisumu,31016,16925.66597058816,73,16021,8,0,0
30,Female,Mombasa,68027,49911.93814781246,78,40440,2,2,0
51,Male,Mombasa,65848,40808.157985377344,17,45744,1,0,0
22,Female,Rural,28671,20059.3428567601,64,46358,7,4,1
40,Female,Nairobi,45891,38115.080274569445,60,41220,6,0,0
22,Female,Nairobi,67576,34222.17870706403,76,6019,3,1,0
22,Male,Nairobi,12973,8801.002293945243,30,13136,3,2,1
43,Male,Rural,71720,62053.886815544814,24,18911,4,4,1
43,Male,Mombasa,10206,6574.244107340288,35,39696,9,0,0
20,Female,Mombasa,51728,37704.24900685592,20,36263,1,1,0
20,Female,Rural,30825,21352.098703765612,28,13720,1,0,0
38,Male,Kisumu,43546,35619.22342412943,26,18799,4,3,1
25,Female,Rural,95921,78212.41934069902,29,41384,0,0,1
19,Female,Kisumu,23157,14101.541801125148,74,4576,8,3,1
47,Female,Kisumu,69595,52333.236171133554,55,24353,9,3,0
25,Female,Mombasa,22118,11669.81549141343,31,39036,3,1,1
43,Male,Kisumu,15207,11675.331686501495,41,29206,0,0,1
48,Male,Kisumu,46340,39252.28625157971,76,11784,5,3,1
39,Male,Rural,24937,14552.854477978392,60,35312,9,3,1
44,Female,Nairobi,49891,37777.154928801276,63,30083,0,0,0
36,Female,Mombasa,43165,17293.72111393219,77,7914,0,0,0
61,Female,Rural,91008,53828.38264379775,22,48716,0,0,0
18,Male,Rural,74835,37118.76807059323,59,12756,1,0,0
35,Female,Kisumu,46792,41884.04641985427,65,35927,2,1,1
42,Male,Rural,81281,43935.38324143212,44,5409,1,0,0
48,Female,Nairobi,59816,51275.52324550732,61,31455,5,0,1
24,Male,Rural,17109,9522.715852744248,67,46399,8,2,1
33,Female,Rural,61115,43958.29995008397,21,46772,8,4,1
25,Female,Mombasa,31372,13996.131605571498,7,44722,0,0,0
39,Male,Kisumu,14777,8665.79808824029,13,22968,1,1,0
46,Male,Mombasa,45794,29505.18698782822,21,29703,1,1,0
20,Female,Kisumu,61516,45132.78707310408,27,27574,1,0,0
40,Female,Mombasa,88509,74965.9134547889,20,24113,6,4,1
39,Female,Kisumu,66142,30421.617089202253,53,42136,3,1,0
49,Female,Nairobi,16441,7788.53746267263,47,3868,7,2,1
18,Female,Rural,78168,38687.40137403056,45,24394,6,4,0
22,Female,Nairobi,42405,24542.176345978492,23,46239,4,1,1
27,Female,Kisumu,15532,8871.366484392056,36,3004,7,2,0
35,Male,Kisumu,95999,63004.38624250972,14,10606,0,0,0
46,Female,Mombasa,73684,39306.70357213495,7,31250,6,3,0
52,Female,Mombasa,63382,40641.28635813855,34,35126,1,0,0
60,Female,Kisumu,55624,38089.12580270469,23,39122,3,2,1
32,Male,Nairobi,60264,44538.787216302226,40,6576,3,0,0
50,Male,Mombasa,46476,36037.26339215591,18,16439,3,2,1
36,Female,Rural,58934,23765.884269108014,13,44036,6,3,0
63,Female,Nairobi,36541,25247.369351674268,41,13542,5,1,0
19,Female,Rural,92404,66520.49386295666,55,15435,2,0,0
57,Male,Kisumu,78631,60869.782784405186,70,49655,5,2,0
34,Male,Rural,51514,34575.85063082513,12,17445,3,2,0
25,Male,Nairobi,6160,4959.231479496021,74,40644,4,1,1
36,Female,Nairobi,91555,63165.361842912615,28,47679,4,1,0
48,Male,Nairobi,95290,60194.26461449737,45,36241,8,3,0
61,Female,Nairobi,6212,3424.800898017946,69,35187,8,3,1
26,Male,Kisumu,75819,35187.1457462082,42,36108,5,0,0
35,Female,Mombasa,26573,18062.668034766746,19,9855,7,4,0
60,Female,Rural,21571,17976.099538161674,75,27104,1,1,1
39,Female,Nairobi,20926,17163.50866837297,17,22566,5,4,1
39,Male,Mombasa,54984,30201.27958110165,9,10953,2,2,0
27,Male,Nairobi,64858,46391.60541059796,50,25202,9,1,0
23,Female,Mombasa,13007,7077.731764918606,48,43787,7,2,1
63,Male,Nairobi,36996,27356.70777957438,23,44364,0,0,0
21,Female,Kisumu,24689,17927.473021372873,56,43029,5,0,0
61,Female,Mombasa,70277,37575.69584176572,28,30072,9,4,0
64,Female,Mombasa,29395,17361.12723090875,35,36651,1,1,0
44,Female,Mombasa,26346,13689.687393620348,64,11617,0,0,0
42,Female,Mombasa,99238,65295.91854655299,6,5424,6,4,0
60,Female,Mombasa,18418,13178.393724132258,22,6833,6,1,0
52,Female,Mombasa,47845,41375.951580510344,15,39180,8,3,1
42,Female,Mombasa,16695,8351.415376229683,8,19573,4,0,0
20,Female,Nairobi,77420,66033.46093614437,68,20125,8,2,1
30,Female,Kisumu,49706,23156.628652253206,60,19100,2,1,0
33,Female,Nairobi,33460,13612.19462083429,46,35000,6,3,0
57,Male,Nairobi,12634,8184.645818219472,70,35001,6,4,0
57,Female,Mombasa,84720,71245.42314258016,60,2427,8,3,0
49,Female,Kisumu,60659,30138.941291519728,22,27411,8,1,0
25,Male,Kisumu,56690,43910.87849793879,44,23392,1,0,0
63,Female,Nairobi,28772,20914.049199647267,56,25555,8,3,0
23,Female,Kisumu,9261,7161.859902444523,21,47783,2,2,1
30,Male,Mombasa,74109,56762.79745561256,22,32820,0,0,0
58,Female,Kisumu,34430,15066.602925151645,49,45554,6,4,0
55,Male,Rural,32528,19502.314477747397,25,38659,2,1,0
50,Male,Nairobi,79034,62503.52904243473,48,20268,7,0,0
40,Male,Rural,93667,60519.006619993575,60,37877,2,2,1
18,Male,Mombasa,38414,15410.687930572174,77,47468,9,4,0
60,Female,Mombasa,97508,59039.17348418244,75,24923,5,3,1
34,Female,Kisumu,72619,52048.36543739129,31,19140,7,0,0
37,Male,Kisumu,19691,15450.05638101304,10,35440,6,2,0
30,Female,Nairobi,82518,52620.03977344496,27,37055,9,0,0
58,Male,Nairobi,49464,23374.351041241007,60,25212,9,2,0
46,Male,Nairobi,73259,35581.83448129952,30,9630,7,2,0
55,Female,Kisumu,37975,27899.251810108595,75,10953,6,3,0
46,Female,Nairobi,67999,31584.818380069657,72,44623,4,4,0
47,Male,Kisumu,24996,15251.751694165345,30,9130,2,0,0
47,Male,Mombasa,33930,28939.734901338226,47,9942,0,0,0
26,Male,Kisumu,5296,4055.9555621709055,58,32846,4,4,1
52,Male,Mombasa,44322,22598.075865196508,68,19801,2,0,0
25,Male,Nairobi,88038,64037.77379578185,25,43675,1,1,0
58,Male,Nairobi,74506,37607.61966331476,72,11046,8,1,0
37,Male,Nairobi,35346,15830.66395297752,30,38855,8,3,1
37,Female,Kisumu,51060,22781.589268276886,35,35690,1,0,0
31,Male,Nairobi,91787,75404.71612382655,39,7355,5,1,0
23,Female,Nairobi,93606,50172.93645833151,25,23737,9,2,1
49,Female,Mombasa,97307,67587.31980752868,56,24689,4,3,0
25,Female,Nairobi,28365,12189.577413284735,67,27108,2,1,0
41,Female,Nairobi,34550,27845.39359264267,31,34779,6,0,1
18,Male,Rural,87681,36868.90575254632,19,7664,4,2,0
18,Male,Rural,84303,63690.40821460644,29,48648,0,0,0
23,Female,Mombasa,10255,5304.3167447807045,43,38163,3,3,1
64,Female,Nairobi,89730,77977.78613969705,60,42040,1,0,0
24,Female,Mombasa,12507,8571.450944656366,79,28401,0,0,0
43,Male,Nairobi,96713,71851.77609621863,45,22437,9,1,0
32,Female,Kisumu,43665,25538.30075587798,61,3750,0,0,0
26,Male,Mombasa,10745,4864.872065290453,40,30207,2,0,0
48,Female,Nairobi,24781,10557.273965107846,72,39621,5,4,1
33,Male,Kisumu,78469,53398.42272332121,30,8474,7,4,1
20,Male,Rural,6843,4137.36498047623,64,22733,0,0,1
60,Female,Kisumu,18273,16338.456815005728,18,9512,7,2,1
21,Female,Nairobi,50510,44506.90541882962,61,7113,3,1,1
43,Male,Nairobi,89785,58343.11956065442,20,14714,9,0,0
63,Male,Rural,21661,12249.471598459459,70,39030,8,3,0
36,Male,Nairobi,82711,57688.99900527481,22,30054,4,4,0
28,Female,Kisumu,19440,8056.289097678977,67,19821,9,0,0
53,Male,Rural,51433,40590.20108324412,6,41397,4,4,1
39,Female,Rural,35531,25151.081202480218,26,19818,9,1,0
59,Male,Nairobi,27076,19560.461115951643,10,41229,0,0,0
22,Female,Rural,76033,34763.738443338254,60,31882,8,2,0
21,Female,Rural,37543,29941.910589092222,56,29746,9,1,0
53,Female,Nairobi,26061,15666.500802673472,20,13322,4,2,1
51,Male,Rural,61792,37712.59179860801,45,19629,6,2,0
52,Female,Mombasa,15588,7753.422897806766,72,13803,1,1,0
57,Female,Mombasa,77594,42616.59030054967,61,24149,0,0,0
25,Male,Mombasa,15208,11638.033429216188,29,48766,6,0,0
60,Female,Kisumu,92122,47158.08486184518,14,31495,0,0,0
24,Female,Mombasa,13720,11909.821420765324,14,40203,5,0,0
54,Male,Nairobi,55385,27894.17125570855,76,17052,7,2,0
49,Female,Rural,26381,10589.889427904629,37,19572,9,4,0
43,Male,Nairobi,96501,59600.49975931371,5,18702,8,1,0
56,Male,Kisumu,35985,28982.82482967066,11,9991,4,4,0
29,Female,Mombasa,29976,17490.96823125609,30,44095,2,1,0
64,Male,Mombasa,21651,16526.256336336148,65,2569,5,1,0
24,Female,Mombasa,38038,21869.861823109874,29,3257,5,2,0
23,Male,Nairobi,84027,42139.26989907937,25,47638,8,4,0
46,Female,Rural,56455,25317.7338497836,36,13572,4,3,0
39,Male,Nairobi,44697,17997.563709357437,60,27921,5,4,0
20,Male,Nairobi,49324,36199.036997309944,7,27378,3,2,0
45,Male,Kisumu,94595,71710.04686887316,40,45967,9,0,0
57,Female,Nairobi,96782,68410.74235419148,60,33357,9,3,0
48,Female,Nairobi,65011,36402.24557937399,78,20891,3,0,0
58,Female,Mombasa,78030,33659.10551773511,79,22422,9,4,0
26,Male,Mombasa,63031,30366.624093106162,60,28718,0,0,0
26,Female,Rural,17012,7029.75735349576,49,41895,8,2,0
56,Female,Kisumu,7693,5338.1550255878,15,22092,9,1,0
30,Female,Kisumu,33555,21985.113882427926,78,19939,1,1,0
45,Male,Rural,29151,14420.429445104297,16,34761,2,0,0
57,Male,Rural,78601,39605.88962229605,49,28470,9,0,0
39,Female,Rural,51638,23874.76338728431,5,46843,5,2,1
36,Male,Nairobi,12887,7851.079335050065,71,26918,9,2,1
35,Female,Mombasa,16929,7018.515124145254,22,36937,6,2,0
42,Male,Kisumu,42338,20573.594409053316,67,14634,3,2,0
42,Male,Kisumu,86991,58437.928697606214,41,23876,2,0,0
33,Female,Rural,26143,22262.039063395052,44,12222,5,4,1
31,Female,Rural,21116,13005.39825409766,54,39564,3,3,1
41,Male,Rural,62802,35650.75602237216,61,45225,6,1,0
50,Male,Rural,66807,53818.47003867659,76,43798,1,1,1
31,Female,Kisumu,83506,68230.19149284126,78,2255,0,0,0
29,Male,Kisumu,20487,11444.603809702503,45,26756,5,2,0
42,Female,Mombasa,60032,48406.59438996749,20,2591,5,4,0
38,Male,Nairobi,70883,44207.33219968969,18,43542,5,2,0
18,Female,Kisumu,69732,43130.41787153171,34,24993,2,1,0
47,Male,Rural,66993,36087.34580410904,28,4274,6,2,0
35,Male,Rural,25044,12154.82284485457,16,12928,5,3,0
45,Male,Kisumu,92231,50334.33671256199,55,37053,6,4,0
23,Female,Rural,62623,55084.30033314186,13,29759,3,1,0
57,Female,Nairobi,31844,26404.620952555637,67,19732,4,1,0
62,Female,Kisumu,23812,15934.802129188934,33,42581,6,4,1
35,Male,Nairobi,84830,33999.212695039816,63,23699,2,2,0
52,Male,Mombasa,22110,17259.90016995381,56,17611,7,2,0
33,Female,Mombasa,57136,27135.680438591007,73,48733,9,2,0
53,Female,Mombasa,23298,20803.464972347014,36,8351,0,0,1
30,Female,Mombasa,74374,56254.773878356216,57,12247,8,3,1
31,Male,Mombasa,16244,10153.27377149496,66,7914,4,4,0
58,Female,Rural,85219,51822.3995837714,65,31677,0,0,0
63,Female,Rural,18453,15303.737714806997,18,10640,1,0,0
32,Female,Mombasa,93919,67444.1180848981,59,36248,7,0,0
52,Female,Rural,91103,80025.54346742037,12,42412,6,4,0
48,Male,Kisumu,40367,21604.080029892633,18,36269,4,2,0
64,Male,Nairobi,44759,39478.64940527767,59,27568,1,1,0
29,Female,Nairobi,35099,17042.362944915996,63,5676,9,0,0
56,Male,Rural,64694,38555.72166608658,49,34844,8,3,0
30,Male,Mombasa,74803,35035.309165177496,76,26036,8,1,0
29,Female,Rural,7419,5932.373710447728,44,19140,0,0,0
51,Female,Nairobi,11487,7785.987127918382,11,44432,8,2,1
61,Female,Nairobi,95418,52924.74941990647,58,9631,9,4,1
23,Female,Rural,63268,28987.766862789114,64,17765,7,4,0
34,Male,Mombasa,46300,38986.343109580775,15,4999,6,1,0
56,Male,Nairobi,54220,25714.307371610455,61,40164,1,0,0
37,Male,Mombasa,8598,7076.987430597651,55,22598,4,4,1
23,Male,Mombasa,22862,15288.013025134393,12,27544,3,0,0
48,Female,Nairobi,51104,43682.5603074274,39,45952,8,4,0
59,Female,Rural,58678,28653.729853369707,18,23827,4,3,1
51,Female,Mombasa,15315,11192.916457702686,24,5869,7,2,1
57,Male,Rural,65422,37137.74716298924,56,37757,6,3,0
46,Female,Mombasa,80179,70932.80763125817,53,9444,9,3,1
33,Female,Rural,74134,42872.500217085275,72,15782,8,4,0
26,Male,Kisumu,83004,61582.453457843796,56,25402,6,4,1
59,Female,Nairobi,35916,20015.65541287715,45,36293,3,2,0
19,Male,Kisumu,43893,36454.51773545216,25,28309,4,1,0
61,Female,Mombasa,74000,31877.092262988965,30,31265,2,2,0
26,Female,Rural,89579,45753.690370131066,53,12302,6,1,0
58,Female,Rural,72396,48430.011014065945,7,19106,2,1,0
21,Female,Kisumu,37599,32095.31792322544,63,11004,4,0,0
26,Female,Rural,69912,46160.115773972786,7,18052,9,1,0
25,Female,Nairobi,43379,27929.97839432621,26,47454,8,0,0
27,Male,Mombasa,79387,46427.22908934956,57,12164,0,0,0
19,Male,Mombasa,60609,51604.82535092056,76,29109,9,2,1
46,Male,Kisumu,66710,48165.50180986889,5,38923,8,2,0
35,Male,Nairobi,73147,59765.17999059094,64,16610,5,1,0
39,Female,Kisumu,29028,12116.275586889235,39,12858,2,2,0
27,Female,Rural,30230,25500.614936719707,28,42159,4,3,1
30,Male,Kisumu,95209,52650.6233469399,52,39888,9,3,0
38,Male,Nairobi,39674,34927.56308618366,48,33969,1,0,1
21,Female,Nairobi,97019,48681.00642783111,20,5849,1,0,0
36,Female,Rural,68365,27626.239112059116,57,26563,2,1,0
27,Female,Mombasa,69450,52331.65735473716,19,9254,6,1,0
63,Male,Nairobi,49498,43240.72559625716,14,18558,3,2,1
19,Female,Kisumu,92618,39829.12835335088,35,48665,2,0,0
45,Male,Mombasa,35866,16925.783568269246,24,26908,0,0,0
45,Male,Kisumu,49291,35699.67283959589,43,41713,0,0,1
61,Female,Nairobi,27185,19821.722326220046,16,3018,9,0,0
43,Male,Kisumu,49610,21410.696901111478,76,31410,0,0,0
45,Female,Nairobi,43665,31166.02811161006,61,34875,4,4,1
44,Female,Kisumu,95815,62433.97416811776,44,34356,1,1,0
51,Male,Kisumu,14465,11810.178147001758,23,48023,6,0,1
61,Male,Nairobi,38276,20257.58386463483,40,15136,7,4,1
19,Female,Nairobi,22182,16932.302174542834,34,21659,2,0,1
41,Female,Nairobi,53791,39195.31846199053,15,14300,7,1,0
25,Male,Nairobi,25927,23041.64952794082,77,29718,1,0,1
60,Female,Rural,58767,36027.558295524206,39,24829,1,0,0
29,Female,Mombasa,44743,31710.76786494063,40,16274,4,2,0
64,Male,Rural,50028,24937.29425484593,32,47530,5,1,0
20,Female,Nairobi,49645,27989.014330881975,29,27557,6,4,0
47,Male,Kisumu,18470,15686.93050286069,30,15546,5,4,1
18,Male,Mombasa,99884,46305.28295186977,50,10080,4,2,0
39,Male,Nairobi,19859,13258.392028501725,10,33887,9,4,1
26,Male,Mombasa,20021,15745.254540150541,48,9614,9,3,0
43,Male,Kisumu,53692,39164.43218187381,23,19198,7,4,0
59,Male,Rural,90982,40385.67763638944,62,36319,0,0,0
49,Female,Mombasa,83047,48017.21394095096,24,18065,3,2,0
35,Female,Mombasa,88456,42362.937357538714,48,42167,5,3,0
56,Female,Mombasa,54713,36990.3876630325,76,12327,3,1,0
31,Male,Rural,39948,26404.32897222586,38,9035,6,2,0
31,Male,Nairobi,63445,45055.106781741386,37,42747,3,0,0
64,Male,Mombasa,18731,10433.579110261746,71,28325,5,1,1
33,Male,Kisumu,67751,38245.63359517297,74,11524,2,2,0
55,Male,Nairobi,7365,5818.204395939998,68,7622,4,4,1
58,Male,Kisumu,61947,34038.25745567908,29,45713,3,1,0
22,Male,Rural,38298,25123.835107708557,36,23140,9,4,1
39,Male,Mombasa,14228,5897.482839205934,13,46971,7,4,1
36,Female,Kisumu,78150,53700.52006411251,75,41673,9,3,0
63,Female,Rural,35666,26664.430450949374,67,35607,2,0,1
46,Female,Kisumu,77534,55723.39496745137,51,3137,4,2,0
28,Female,Nairobi,26818,21366.39112652763,51,4654,0,0,0
62,Female,Rural,58609,50941.81751587464,66,18206,9,3,1
42,Female,Nairobi,20619,9275.08520465052,72,13741,1,0,0
48,Male,Mombasa,30143,19500.21528267744,13,23182,8,0,0
40,Male,Nairobi,23452,20442.607684672075,61,9820,3,3,1
31,Female,Rural,16805,12497.663544705745,16,10744,5,1,0
19,Male,Mombasa,81215,67914.5337635103,65,18863,0,0,0
30,Male,Kisumu,98330,44763.92756904991,63,49396,8,0,0
55,Male,Kisumu,13176,5309.455082639353,18,3669,8,3,1
60,Female,Nairobi,56083,34235.22939867412,10,41205,1,1,0
57,Female,Nairobi,49732,36965.45996157749,38,37051,3,3,0
52,Male,Mombasa,8093,6515.372543264355,49,11394,5,4,1
48,Male,Mombasa,98708,51611.960907622306,66,45350,7,1,0
24,Female,Nairobi,30765,17523.796781540277,72,29873,9,4,1
59,Female,Rural,60797,32362.15530551549,77,44602,9,4,1
42,Female,Rural,67040,48990.29534537979,13,22133,5,2,1
40,Male,Mombasa,95032,70248.56916442876,19,4368,5,4,0
37,Male,Kisumu,82088,55586.81671574555,11,40299,8,0,0
33,Male,Nairobi,88529,59908.800461489176,16,21323,2,1,0
34,Male,Nairobi,44842,23590.972214369842,55,7695,3,2,0
45,Female,Mombasa,67223,30135.690501664973,57,48932,0,0,0
57,Male,Mombasa,66836,45542.47183284841,41,3614,0,0,0
32,Male,Mombasa,57805,32965.49603131388,24,33688,4,0,0
55,Female,Rural,62207,36296.472921919914,61,30242,0,0,0
18,Female,Mombasa,42132,18751.13379139069,74,48597,0,0,0
47,Male,Rural,36126,26803.56566734918,23,42498,6,3,1
37,Male,Rural,38746,25526.619101111413,61,33457,3,3,1
55,Male,Rural,61381,55150.53702656861,75,44161,3,1,0
43,Female,Rural,38525,26203.779899559515,65,7651,9,4,0
33,Female,Mombasa,23677,19487.58197819419,17,6617,0,0,0
49,Male,Nairobi,93989,52459.60078218636,26,48353,1,1,0
61,Male,Kisumu,50320,20883.30887904818,30,32164,3,1,0
51,Male,Nairobi,48271,39077.96487096159,59,29498,1,1,0
31,Male,Nairobi,41007,28203.579333815025,22,35637,6,2,1
56,Male,Kisumu,72470,59884.35805764085,68,20907,7,1,0
30,Male,Mombasa,38387,15940.135491211844,13,43406,1,0,1
44,Male,Rural,7460,4561.299165790395,68,21095,6,1,0
29,Female,Nairobi,48158,20349.545240844545,17,15142,5,4,0
52,Male,Nairobi,69814,39422.34347099317,9,35740,5,4,0
49,Male,Kisumu,33180,19557.736828617923,22,40164,5,1,0
41,Female,Nairobi,56559,37137.2043064228,64,25608,6,3,0
51,Female,Kisumu,91135,60271.84854877444,43,38649,6,1,0
41,Male,Nairobi,57800,35627.96511944058,64,2246,1,0,0
29,Female,Rural,93678,48661.25704037362,69,14186,7,3,1
36,Male,Nairobi,20290,17629.621454283384,51,5841,0,0,0
56,Female,Rural,76596,67439.10729483089,42,6300,9,2,1
43,Male,Mombasa,81816,54617.10972790365,64,13158,3,1,0
63,Male,Rural,7459,5043.112993908361,30,44225,1,1,1
27,Male,Kisumu,40577,28321.68999965596,78,37185,4,2,0
57,Male,Nairobi,72005,43460.93265556267,6,27409,6,0,0
59,Male,Mombasa,97321,45487.143686974996,72,27772,9,4,1
42,Male,Rural,27320,14207.351461444061,38,29025,2,1,0
57,Male,Rural,32920,28969.795558282807,46,26016,7,0,0
62,Female,Mombasa,59068,31480.15007803316,9,21479,0,0,0
54,Female,Nairobi,51099,25546.25456580596,19,2306,7,4,0
20,Female,Mombasa,11336,5619.784647487788,30,43168,7,1,0
26,Female,Mombasa,35013,31367.776933566307,17,32276,8,4,1
18,Female,Rural,11655,9929.95333687406,67,26243,9,3,1
23,Male,Mombasa,66687,51308.245207247266,56,20242,0,0,0
27,Female,Nairobi,56550,47412.722588956705,40,21853,7,2,0
63,Female,Kisumu,95481,71649.79994535189,23,49842,5,4,1
27,Female,Rural,28016,22359.372765661654,55,28911,5,2,1
36,Male,Mombasa,69325,57073.689202457026,48,16690,3,0,1
30,Female,Rural,91839,74515.24807087136,23,37595,5,3,1
44,Male,Rural,6832,3143.882943870266,7,41938,3,3,1
40,Male,Kisumu,42570,32661.55665326236,44,26709,3,2,0
49,Male,Nairobi,20739,9607.137021760534,17,49445,2,2,0
39,Male,Rural,53621,45976.95512783258,64,39997,4,4,0
31,Female,Nairobi,36704,29961.64060728045,64,26187,6,3,0
46,Female,Mombasa,11574,9300.8199327173,42,26146,8,3,1
40,Female,Kisumu,55908,36533.924464821896,7,27551,0,0,0
36,Female,Mombasa,27191,14684.963411810677,68,11721,1,1,0
25,Female,Nairobi,19404,15119.680633038737,20,15156,7,0,0
21,Female,Rural,7019,5070.077387970681,21,20030,3,1,1
33,Female,Kisumu,8420,5529.332520840037,66,32328,9,0,0
53,Male,Mombasa,15652,11042.067510148963,48,49671,9,3,0
62,Female,Nairobi,60692,40931.95191523955,37,46308,5,0,0
22,Female,Mombasa,70020,28632.360994678755,71,35071,3,0,0
53,Male,Mombasa,62492,51447.616772133915,76,15412,9,1,0
29,Female,Nairobi,5528,3309.177251374333,72,20047,4,2,1
18,Male,Nairobi,85792,73102.98603916894,28,10884,7,0,0
25,Male,Rural,26946,15572.71196220349,56,24161,5,1,0
22,Female,Mombasa,66009,41663.619504903865,74,22594,6,1,0
31,Female,Kisumu,18733,15077.013938381937,51,30783,0,0,0
60,Male,Kisumu,69796,32726.05071014954,9,26796,4,1,0
23,Male,Kisumu,11765,6728.7186581292235,60,12204,8,0,1
20,Female,Rural,42081,22116.898343779012,5,2056,4,2,1
28,Female,Nairobi,93281,47965.50817198613,59,46288,9,3,1
26,Female,Mombasa,32579,22575.579009814737,26,29399,9,0,0
59,Female,Kisumu,14114,6446.383460736838,29,34596,7,3,0
36,Female,Kisumu,30009,19975.952878664666,18,20996,9,3,0
56,Female,Kisumu,9263,7701.6254043055615,12,12190,9,3,1
60,Male,Nairobi,7994,4834.163406696354,67,2048,2,2,0
26,Female,Rural,52606,39851.05369113764,75,29609,6,3,1
24,Male,Nairobi,45647,36808.75604122772,14,20161,6,4,1
54,Male,Mombasa,13888,10603.348226625341,31,19333,0,0,0
21,Male,Rural,78903,47173.6128651121,7,39634,0,0,0
48,Female,Kisumu,91153,37035.23775712888,25,48947,4,3,0
42,Female,Mombasa,70464,30040.28691208014,53,48639,2,1,0
33,Male,Kisumu,54757,36348.36619155856,49,33876,7,1,0
49,Female,Rural,53432,47666.51065315314,29,44964,4,3,1
37,Female,Mombasa,62732,50903.50715009399,47,8840,5,0,0
62,Male,Kisumu,7389,5636.21189061023,52,2763,5,1,0
31,Female,Nairobi,91959,54251.23606613678,17,34360,9,1,0
31,Male,Kisumu,14395,11463.296218401827,12,40055,5,2,1
27,Male,Rural,35104,28525.386391709475,37,30190,1,1,1
43,Male,Mombasa,75179,57724.03976849721,72,19241,3,0,0
26,Male,Nairobi,78757,67958.96439627185,8,13588,6,4,1
25,Male,Rural,7016,3532.5079509244197,9,22175,6,2,0
